2020-05-01 14:00:00,WT4700001339,-0.009,-0.007,1.002,0.000,0.000,0.000,-0.423,0.533,126.068,170,-122,-69,-56.3,-56.3,0,44330.76,0.45340,-0.00583,-0.00119,0.89127,0,0,0,0
2020-05-01 14:00:00,WT4700001339,-0.009,-0.007,1.003,0.000,0.000,0.000,-0.423,0.533,126.063,170,-123,-70,-56.3,-56.3,0,44330.76,0.45346,-0.00583,-0.00119,0.89124,0,0,0,0
2020-05-01 14:00:00,WT4700001339,-0.008,-0.007,1.002,0.000,0.000,0.000,-0.423,0.533,126.041,170,-122,-71,-56.3,-56.3,0,44330.76,0.45361,-0.00583,-0.00119,0.89114,0,0,0,0
2020-05-01 14:00:00,WT4700001339,-0.009,-0.008,1.002,0.000,0.000,0.000,-0.423,0.533,126.030,170,-122,-72,-56.3,-56.3,0,44330.76,0.45370,-0.00583,-0.00119,0.89111,0,0,0,0
2020-05-01 14:00:00,WT4700001339,-0.009,-0.008,1.003,0.000,0.000,0.000,-0.423,0.533,126.041,170,-123,-71,-56.3,-56.3,0,44330.76,0.45361,-0.00583,-0.00116,0.89114,0,0,0,0
2020-05-01 14:00:01,WT4700001339,-0.009,-0.007,1.003,0.000,0.000,0.000,-0.423,0.527,126.041,170,-122,-71,-56.3,-56.3,0,44330.76,0.45361,-0.00583,-0.00119,0.89114,0,0,0,0
2020-05-01 14:00:01,WT4700001339,-0.009,-0.008,1.002,0.000,0.000,0.000,-0.423,0.533,126.052,170,-124,-70,-56.3,-56.3,0,44330.76,0.45352,-0.00583,-0.00116,0.89120,0,0,0,0
2020-05-01 14:00:01,WT4700001339,-0.009,-0.008,1.002,0.000,0.000,0.000,-0.423,0.533,126.057,169,-123,-71,-56.3,-56.3,0,44330.76,0.45346,-0.00583,-0.00119,0.89124,0,0,0,0
2020-05-01 14:00:01,WT4700001339,-0.010,-0.007,1.003,0.000,0.000,0.000,-0.423,0.533,126.063,170,-123,-70,-56.3,-56.3,0,44330.76,0.45343,-0.00583,-0.00119,0.89124,0,0,0,0
2020-05-01 14:00:01,WT4700001339,-0.010,-0.007,1.003,0.000,0.000,0.000,-0.423,0.533,126.057,170,-123,-69,-56.3,-56.3,0,44330.76,0.45349,-0.00583,-0.00119,0.89124,0,0,0,0
2020-05-01 14:00:02,WT4700001339,-0.009,-0.007,1.003,0.000,0.000,0.000,-0.423,0.527,126.057,170,-123,-71,-56.3,-56.3,0,44330.76,0.45346,-0.00580,-0.00119,0.89124,0,0,0,0
2020-05-01 14:00:02,WT4700001339,-0.010,-0.007,1.001,0.000,0.000,0.000,-0.423,0.533,126.052,169,-122,-69,-56.3,-56.3,0,44330.76,0.45355,-0.00583,-0.00119,0.89120,0,0,0,0
2020-05-01 14:00:02,WT4700001339,-0.009,-0.008,1.003,0.000,0.000,0.000,-0.423,0.527,126.046,169,-123,-71,-56.3,-56.3,0,44330.76,0.45355,-0.00580,-0.00122,0.89117,0,0,0,0
2020-05-01 14:00:02,WT4700001339,-0.010,-0.008,1.002,0.000,0.000,0.000,-0.428,0.527,126.046,170,-123,-71,-56.3,-56.3,0,44330.76,0.45358,-0.00583,-0.00122,0.89117,0,0,0,0
2020-05-01 14:00:02,WT4700001339,-0.009,-0.006,1.002,0.000,0.000,0.000,-0.428,0.533,126.057,168,-124,-70,-56.3,-56.3,0,44330.76,0.45349,-0.00583,-0.00122,0.89120,0,0,0,0
2020-05-01 14:00:03,WT4700001339,-0.010,-0.008,1.002,0.000,0.000,0.000,-0.428,0.527,126.074,170,-121,-70,-56.3,-56.3,0,44330.76,0.45337,-0.00583,-0.00122,0.89127,0,0,0,0
2020-05-01 14:00:03,WT4700001339,-0.010,-0.008,1.003,0.000,0.000,0.000,-0.428,0.527,126.085,170,-124,-72,-56.3,-56.3,0,44330.76,0.45328,-0.00583,-0.00122,0.89133,0,0,0,0
2020-05-01 14:00:03,WT4700001339,-0.010,-0.008,1.003,0.000,0.000,0.000,-0.428,0.527,126.057,170,-122,-71,-56.3,-56.3,0,44330.76,0.45346,-0.00583,-0.00122,0.89124,0,0,0,0
2020-05-01 14:00:03,WT4700001339,-0.010,-0.007,1.003,0.000,0.000,0.000,-0.428,0.527,126.030,170,-122,-71,-56.3,-56.3,0,44330.76,0.45370,-0.00583,-0.00122,0.89111,0,0,0,0
2020-05-01 14:00:03,WT4700001339,-0.009,-0.007,1.002,0.000,0.000,0.000,-0.428,0.533,126.024,168,-122,-70,-56.3,-56.3,0,44330.76,0.45374,-0.00583,-0.00122,0.89108,0,0,0,0
2020-05-01 14:00:04,WT4700001339,-0.009,-0.007,1.003,0.000,0.000,0.000,-0.428,0.533,126.035,169,-123,-70,-56.3,-56.3,0,44330.76,0.45364,-0.00583,-0.00119,0.89114,0,0,0,0
